epoch,train_loss,val_loss,accuracy,precision,recall,f1,roc_auc
1,0.18598102264731176,0.23573773781139185,0.8983926521239954,0.5588235294117647,0.39378238341968913,0.46200607902735563,0.8963262275176698
2,0.10514183557529355,0.2242032409603916,0.8983926521239954,0.5425531914893617,0.5284974093264249,0.5354330708661418,0.9139976652160677
3,0.06962769821177434,0.2530906243863527,0.9006888633754305,0.5485436893203883,0.5854922279792746,0.5664160401002506,0.9105389738323572
4,0.04792591443778135,0.31525889701123355,0.9052812858783008,0.6272727272727273,0.35751295336787564,0.45544554455445546,0.8732660549844962
5,0.03291603488248109,0.3557878308913464,0.8972445464982779,0.5364583333333334,0.533678756476684,0.535064935064935,0.8961121499078463
6,0.02277942096204042,0.37261896948068135,0.9012629161882894,0.5614035087719298,0.49740932642487046,0.5274725274725275,0.8928240516194638
7,0.017381135395839898,0.36946675638603016,0.9052812858783008,0.5875,0.48704663212435234,0.5325779036827195,0.9072007011041723
8,0.017337545563176075,0.4466796149740297,0.9012629161882894,0.5777777777777777,0.40414507772020725,0.47560975609756095,0.8856173295825152
9,0.014857533937481725,0.4695185115635737,0.8880597014925373,0.4950980392156863,0.5233160621761658,0.5088161209068011,0.8949380680164705
10,0.01702770890153601,0.3896553797303056,0.9070034443168772,0.591715976331361,0.5181347150259067,0.5524861878453039,0.9002599035981763
11,0.013626060954791576,0.4465497057589817,0.9024110218140069,0.5688622754491018,0.49222797927461137,0.5277777777777778,0.8943125600002676
12,0.016991590532182934,0.44191805553012,0.9110218140068886,0.6283783783783784,0.48186528497409326,0.5454545454545454,0.8786280301180438
13,0.013599924023696431,0.412167234498105,0.9006888633754305,0.5602409638554217,0.48186528497409326,0.5181058495821727,0.8901179768327887
14,0.01047878270939727,0.46576387844936995,0.9058553386911596,0.5935483870967742,0.47668393782383417,0.5287356321839081,0.894046635469315
15,0.011119478802931184,0.4422185381812425,0.9029850746268657,0.572289156626506,0.49222797927461137,0.5292479108635098,0.9057740745324577
16,0.009200408590177102,0.4453177195636878,0.9052812858783008,0.6,0.43523316062176165,0.5045045045045045,0.9035781065504405
17,0.008522602750807145,0.4393575959993969,0.9035591274397244,0.5912408759124088,0.41968911917098445,0.4909090909090909,0.8799392554782126
18,0.008545622057069479,0.5033824405494979,0.9092996555683123,0.624113475177305,0.45595854922279794,0.5269461077844312,0.8836320942476678
19,0.008394637584338989,0.4837873749751448,0.904707233065442,0.5849056603773585,0.48186528497409326,0.5284090909090909,0.9046434771555775
20,0.013402481414459136,0.46179280954441987,0.9070034443168772,0.5885714285714285,0.533678756476684,0.5597826086956522,0.9027251410738
21,0.007757996398280965,0.44390246272087097,0.9115958668197475,0.6196319018404908,0.5233160621761658,0.5674157303370787,0.911547480072385
22,0.008519825074033562,0.5067638422049214,0.9001148105625718,0.5482233502538071,0.5595854922279793,0.5538461538461539,0.8972444197660534
23,0.006220040037522096,0.4625569120408747,0.899540757749713,0.5483870967741935,0.5284974093264249,0.5382585751978892,0.9028873717624942
24,0.006886203893431893,0.4962581452217496,0.9133180252583237,0.6544117647058824,0.46113989637305697,0.541033434650456,0.8902785350401562
25,0.008824090436571246,0.4814269918901365,0.9001148105625718,0.5562130177514792,0.48704663212435234,0.5193370165745856,0.8898938643350047
26,0.008207252051145674,0.5246760115630489,0.9029850746268657,0.5638297872340425,0.5492227979274611,0.5564304461942258,0.8890442438210178
27,0.008013087202738432,0.4321190544182753,0.9058553386911596,0.5935483870967742,0.47668393782383417,0.5287356321839081,0.9046200624170032
28,0.006961630979393369,0.4856010715292187,0.9035591274397244,0.5886524822695035,0.43005181347150256,0.49700598802395207,0.8937138116852925
29,0.005686437074268189,0.5577496978637134,0.8972445464982779,0.5327102803738317,0.5906735751295337,0.5601965601965602,0.892340704516034
30,0.008399853749676993,0.4580412582375631,0.9121699196326062,0.6162790697674418,0.5492227979274611,0.5808219178082191,0.9053810414206724
31,0.004561280537853537,0.5221504502930816,0.9052812858783008,0.57,0.5906735751295337,0.5801526717557252,0.9124439300635209
32,0.006981077772382462,0.5856496974201413,0.899540757749713,0.5517241379310345,0.49740932642487046,0.5231607629427792,0.8841488909776323
33,0.0033448764957857775,0.5487631290935057,0.9035591274397244,0.5603864734299517,0.6010362694300518,0.58,0.9040430563592758
34,0.0064510655596569455,0.5511994923964296,0.9098737083811711,0.640625,0.42487046632124353,0.5109034267912772,0.8842308425626427
35,0.004088052796625264,0.579024665836078,0.8972445464982779,0.5336538461538461,0.5751295336787565,0.5536159600997507,0.8937021043160053
36,0.005605852840517557,0.5289899526841845,0.9081515499425947,0.6240601503759399,0.43005181347150256,0.50920245398773,0.8951019711864917
37,0.0058415030490258,0.5329860466693866,0.9035591274397244,0.6016260162601627,0.38341968911917096,0.46835443037974683,0.8896162324347648
38,0.005181880609714249,0.6081427030787129,0.8926521239954076,0.5166666666666667,0.48186528497409326,0.49865951742627346,0.875630943580515
39,0.007805118808503082,0.6330610815388601,0.9070034443168772,0.6148148148148148,0.43005181347150256,0.5060975609756098,0.8701786544553229
40,0.006858749987679205,0.4573886833665839,0.9001148105625718,0.5497382198952879,0.5440414507772021,0.546875,0.9078228641577217
41,0.00496865735000525,0.5844814628020494,0.8972445464982779,0.5384615384615384,0.5077720207253886,0.5226666666666666,0.8948092869543112
42,0.005547435042421719,0.506103500441555,0.9064293915040184,0.5882352941176471,0.5181347150259067,0.5509641873278237,0.9149827567175213
43,0.0036133063819951275,0.4918687470539566,0.9110218140068886,0.6532258064516129,0.41968911917098445,0.5110410094637224,0.9007315433323186
44,0.004249330730164303,0.5962702870950634,0.9058553386911596,0.6028368794326241,0.44041450777202074,0.5089820359281437,0.8939161819258288
45,0.004785063678657006,0.5374566470919739,0.9052812858783008,0.6044776119402985,0.41968911917098445,0.4954128440366973,0.8976106931766107
46,0.0032260774179032597,0.5353380518630746,0.9012629161882894,0.5777777777777777,0.40414507772020725,0.47560975609756095,0.8872864659466078
47,0.005671260405243433,0.4919193638691809,0.9075774971297359,0.6025641025641025,0.48704663212435234,0.5386819484240688,0.9039092578531361
48,0.005336724586621067,0.4753752521118395,0.9075774971297359,0.6025641025641025,0.48704663212435234,0.5386819484240688,0.9130209361212482
49,0.004313938656421829,0.49533706499706315,0.9081515499425947,0.6170212765957447,0.45077720207253885,0.5209580838323353,0.9036918352806591
50,0.0035409129132263554,0.5682196397458371,0.8955223880597015,0.5300546448087432,0.5025906735751295,0.5159574468085106,0.9080235619169311
