epoch,train_loss,val_loss,accuracy,precision,recall,f1,roc_auc
1,0.29511440716780796,0.2285905835549128,0.9035591274397244,0.5683060109289617,0.538860103626943,0.5531914893617021,0.9023471602939555
2,0.15763679555827728,0.22140190015567293,0.9052812858783008,0.5853658536585366,0.49740932642487046,0.5378151260504201,0.9068728947641298
3,0.10063232510069935,0.22722117238422485,0.9081515499425947,0.6078431372549019,0.48186528497409326,0.5375722543352601,0.9132584284696461
4,0.06568892996314707,0.27986885362596653,0.8857634902411022,0.4892086330935252,0.7046632124352331,0.5774946921443737,0.9206106563820214
5,0.04819617125816497,0.3132201343535282,0.8846153846153846,0.484375,0.6424870466321243,0.5523385300668151,0.898102402686674
6,0.03600749832738773,0.3432936645856065,0.8932261768082663,0.5165876777251185,0.5647668393782384,0.5396039603960396,0.9014339854895519
7,0.03222202543567162,0.34487155351860516,0.9035591274397244,0.5675675675675675,0.5440414507772021,0.5555555555555556,0.8994838722625662
8,0.027180257422289134,0.31743918557733675,0.9138920780711826,0.6242774566473989,0.5595854922279793,0.5901639344262295,0.9105423187950106
9,0.020771465984999772,0.326820609382173,0.9156142365097589,0.6337209302325582,0.5647668393782384,0.5972602739726027,0.9081540154604175
10,0.020902860761454447,0.37765266646841705,0.8949483352468427,0.5206611570247934,0.6528497409326425,0.5793103448275863,0.9161551661275702
11,0.015568092659413505,0.3989967090605911,0.904707233065442,0.576271186440678,0.5284974093264249,0.5513513513513514,0.8916566596533949
12,0.021065404954714297,0.4304203390155574,0.9058553386911596,0.5973154362416108,0.46113989637305697,0.52046783625731,0.8864251380633336
13,0.01767006585697439,0.41945868975404826,0.904707233065442,0.576271186440678,0.5284974093264249,0.5513513513513514,0.8900778372809468
14,0.015192560111922382,0.414015401548243,0.8949483352468427,0.5235849056603774,0.5751295336787565,0.5481481481481482,0.8932455169138038
15,0.012533279265538452,0.4384918513907768,0.9001148105625718,0.5502645502645502,0.538860103626943,0.5445026178010471,0.8946938857427656
16,0.014937234020156506,0.39249261962217796,0.9064293915040184,0.578125,0.5751295336787565,0.5766233766233766,0.9056252236943774
17,0.010886969326399326,0.5384230973834149,0.9070034443168772,0.6220472440944882,0.40932642487046633,0.49375,0.8680044287305532
18,0.011045569878590204,0.45611302287720923,0.9058553386911596,0.5868263473053892,0.5077720207253886,0.5444444444444444,0.8928240516194635
19,0.012394457459381551,0.45771989731030405,0.9041331802525833,0.5844155844155844,0.46632124352331605,0.5187319884726225,0.8876995688343139
20,0.010452193351982973,0.43693942183160345,0.9024110218140069,0.5572139303482587,0.5803108808290155,0.5685279187817259,0.9035714166251334
