epoch,train_loss,val_loss,accuracy,precision,recall,f1,roc_auc
1,0.8648611212404457,0.7173355726779671,0.7445464982778416,0.2827586206896552,0.8497409326424871,0.4243208279430789,0.8937807109383624
2,0.5594698502225797,0.6957301757502637,0.8260619977037887,0.36778846153846156,0.7927461139896373,0.5024630541871922,0.9015644390330382
3,0.3741822328758147,0.7489369200236762,0.8576349024110218,0.42296918767507,0.7823834196891192,0.5490909090909091,0.9044845914295366
4,0.24372495651274179,0.860528867157127,0.8708381171067738,0.45,0.7461139896373057,0.5614035087719298,0.9004639463200392
5,0.1659636184217173,1.1403219708755834,0.8840413318025259,0.4830188679245283,0.6632124352331606,0.5589519650655022,0.896593824529949
6,0.162980873063243,1.0057556347239305,0.8352468427095293,0.3853658536585366,0.8186528497409327,0.5240464344941956,0.9007984425853885
7,0.15151305725913347,1.1277246994621855,0.8300803673938002,0.37092731829573933,0.7668393782383419,0.5,0.8823041440742313
8,0.12487968411214871,1.3038531841900538,0.8869115958668198,0.49206349206349204,0.6424870466321243,0.5573033707865168,0.8824847720575201
9,0.0941519036213402,1.334365426544549,0.8909299655568312,0.5059760956175299,0.6580310880829016,0.5720720720720721,0.8919443264415952
10,0.07305412631341575,1.3550538840852293,0.8685419058553386,0.44193548387096776,0.7098445595854922,0.5447316103379721,0.8959348668872112
11,0.08068101405634248,1.5146488298915421,0.8828932261768083,0.4795539033457249,0.6683937823834197,0.5584415584415584,0.8795679646236749
12,0.04673388559845295,1.7300470531602679,0.8874856486796785,0.4940239043824701,0.6424870466321243,0.5585585585585585,0.8756577032817427
13,0.07142162570427434,1.377410447060309,0.8656716417910447,0.43653250773993807,0.7305699481865285,0.5465116279069767,0.8941988312700488
14,0.08638491050255322,1.6521176508318818,0.8932261768082663,0.5148936170212766,0.6269430051813472,0.5654205607476636,0.8896931665757952
15,0.059193689945534866,1.686313758402139,0.8886337543053962,0.4980237154150198,0.6528497409326425,0.5650224215246636,0.8852309863960369
16,0.07702322284564347,1.41698687296921,0.8851894374282434,0.4876325088339223,0.7150259067357513,0.5798319327731093,0.8940917924651371
17,0.03362698321455934,1.8741727151943266,0.8915040183696901,0.5082644628099173,0.6373056994818653,0.5655172413793104,0.8737661269011932
18,0.05686075523879828,1.814801921047929,0.8461538461538461,0.3919308357348703,0.7046632124352331,0.5037037037037037,0.8798907535197369
19,0.06456246491528862,1.9625159976095063,0.8955223880597015,0.5242290748898678,0.616580310880829,0.5666666666666667,0.8732225704700007
20,0.04946590605137851,1.8127219601567455,0.8926521239954076,0.5130434782608696,0.6113989637305699,0.557919621749409,0.8866927350756129
